Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,ABS,Airbags,CD/MP3/Bluetooth,Caméra De Recul,Climatisation,ESP,Jantes Aluminium,Limiteur De Vitesse,Ordinateur De Bord,Radar De Recul,Régulateur De Vitesse,Sièges Cuir,Système De Navigation/GPS,Toit Ouvrant,Verrouillage Centralisé À Distance,Vitres Électriques
Opel Grandland X Diesel Automatique 2023 à Temara,GLOBAL OCCAZ TEMARA,299000.0,Temara,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Excellent,Opel,Grandland X,2023-01-01,5,1,12499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Range Rover Sport,AUTO REDA,185000.0,Casablanca,Diesel,Automatique,12,7,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2013-01-01,3,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Audi Q5 SLINE PANORAMIQUE 2L,Karim,220000.0,Béni Mellal,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Toute la ville,Dédouanée,Très bon,Audi,Q5,2011-01-01,5,1,224999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mercedes 250E,AUTO CHOPPAGE,78000.0,Nador,Diesel,Manuelle,8,7,"Voitures d'occasion, à vendre",Centre Ville,Dédouanée,Excellent,Mercedes-Benz,Classe E,1994-01-01,5,0,324999.5,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0
HYUNDAI I20,Mouad,109000.0,Rabat,Essence,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,Hyundai,i 20,2018-01-01,5,0,62499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kia Picanto Essence Manuelle 2021 à Casablanca,Hmizat auto moto,103000.0,Casablanca,Essence,Manuelle,5,8,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,Kia,Picanto,2021-01-01,5,1,57499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 3008 Toit Panoramique 2019 - DERKAOUI AUTO,Derkaoui Automotive,268000.0,Tanger,Diesel,Automatique,8,13,"Voitures d'occasion, à vendre",Val Fleuri,WW au Maroc,Excellent,Peugeot,3008,2019-01-01,5,0,62499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Audi Q5,AUTO REDA,380000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Audi,Q5,2019-01-01,5,0,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Classe c 350,El Meknassi Auto,125000.0,Meknès,Diesel,Automatique,12,20,"Voitures d'occasion, à vendre",Hamria,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2008-01-01,5,1,27499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mercedes-Benz Classe E Diesel Automatique 2009,2024,135000.0,Rabat,Diesel,Automatique,9,8,"Voitures d'occasion, à vendre",Hassan,Dédouanée,Excellent,Mercedes-Benz,Classe E,2009-01-01,5,0,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel Astra Dynamic BVA 2022 1ere Main 24kkm,Mehdi,185000.0,Casablanca,Diesel,Automatique,6,6,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,Opel,Astra,2022-01-01,5,1,22499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
KIFAL - BMW X5,KIFAL AUTO,273000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,X5,2015-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land Rover Range Rover Sport Diesel Automatique,bismilah,188000.0,Mohammedia,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",Quartier du Parc,Importée neuve,Excellent,Land Rover,Range Rover Sport,2013-01-01,5,0,194999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lada 4x4 Niva,Omar,40000.0,Tétouan,Essence,Manuelle,10,6,"Voitures d'occasion, à vendre",Wilaya,WW au Maroc,Bon,72,niva,2009-01-01,3,0,92499.5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
Range Rover Sport,AUTO REDA,420000.0,Casablanca,Diesel,Automatique,12,9,"Voitures d'occasion, à vendre",Maarif,Dédouanée,Excellent,Land Rover,Range Rover Sport,2017-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - VOLKSWAGEN Golf,KIFAL AUTO,252000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Golf,2018-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - MERCEDES-BENZ Classe C,KIFAL AUTO,323000.0,Marrakech,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2018-01-01,5,1,114999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Logan 1.0 Tce 100 CVT Essentiel,otoclic,122000.0,Casablanca,Essence,Automatique,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Dacia,Logan,2022-01-01,5,1,62499.5,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1
Porsche Cayenne Coupé Hybride Automatique 2020,Bouskoura,920000.0,Bouskoura,Hybride,Automatique,18,6,"Voitures d'occasion, à vendre",Bouskoura centre,Importée neuve,Excellent,Porsche,cayenne_coupe,2020-01-01,5,1,92499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - AUDI A6,KIFAL AUTO,220000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Audi,A6,2013-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiat 500 Essence Automatique 2020 à Casablanca,Particulier,130000.0,Casablanca,Essence,Automatique,6,7,"Voitures d'occasion, à vendre",Belvédère,WW au Maroc,Excellent,Fiat,500,2020-01-01,3,0,77499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mercedes-Benz Classe CLA Diesel Automatique 2021,Haj Abdelhamid,390000.0,Casablanca,Diesel,Automatique,9,13,"Voitures d'occasion, à vendre",Bourgogne,WW au Maroc,Excellent,Mercedes-Benz,Classe CLA,2021-01-01,5,1,67499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clio avec toute opción,fahd auto,145000.0,Tétouan,Diesel,Automatique,7,12,"Voitures d'occasion, à vendre",Al Azhar,WW au Maroc,Excellent,Renault,Clio,2021-01-01,5,0,82499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Sandero streetway,Hicham Nahda,146000.0,Salé,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay Salam,WW au Maroc,Neuf,Dacia,sandero_streetway,2022-01-01,5,1,57499.5,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Alfa Romeo Stelvio Diesel Automatique 2018,SUPERCAR,245000.0,Casablanca,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Très bon,Alfa Romeo,Stelvio,2018-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
BMW Série 520d,AUTO REDA,340000.0,Casablanca,Diesel,Automatique,8,9,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,BMW,Serie 5,2019-01-01,5,1,92499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Dacia Sandero Stepway,Mohamed,115000.0,Rabat,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Très bon,Dacia,sandero_stepway,2018-01-01,5,0,104999.5,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
BMW Série 3 Diesel Manuelle 2011 à Casablanca,Imad OUAZZANI,148000.0,Casablanca,Diesel,Manuelle,8,7,"Voitures d'occasion, à vendre",Aïn Borja,WW au Maroc,Très bon,BMW,Serie 3,2011-01-01,5,0,174999.5,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
mercedis 250,عبد السميع auto,28000.0,Nador,Diesel,Manuelle,10,10,"Voitures d'occasion, à vendre",Hay el matar,Dédouanée,Bon,Mercedes-Benz,250,1999-01-01,5,0,22499.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hyundai i 40 Diesel Manuelle 2015 à Casablanca,Particulier,137000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,i 40,2015-01-01,5,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Range Rover Evoque Dynamique,AUTO REDA,280000.0,Casablanca,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Land Rover,Range Rover Evoque,2018-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - BMW X3,KIFAL AUTO,215000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,X3,2014-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - ALFA ROMEO Stelvio,KIFAL AUTO,286000.0,Casablanca,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Alfa Romeo,Stelvio,2019-01-01,5,1,72499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Fusion Essence Manuelle 2007 à Rabat,Auto BENHADDOUCH,55000.0,Rabat,Essence,Manuelle,8,8,"Voitures d'occasion, à vendre",Yacoub El Mansour,WW au Maroc,Excellent,Ford,Fusion,2007-01-01,5,0,134999.5,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
mercedis benz,عبد السميع auto,34000.0,Nador,Diesel,Manuelle,10,3,"Voitures d'occasion, à vendre",Hay el matar,Dédouanée,Très bon,Mercedes-Benz,250,1986-01-01,5,0,2499.5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Skoda Octavia 2.0 TDI DSG 2020 - DERKAOUI AUTO,Derkaoui Automotive,188000.0,Tanger,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Val Fleuri,WW au Maroc,Très bon,Skoda,Octavia,2020-01-01,5,1,104999.5,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Volkswagen Tiguan Diesel Automatique 2019,AUTO REDA,360000.0,Casablanca,Diesel,Automatique,8,11,"Voitures d'occasion, à vendre",Maarif,Dédouanée,Excellent,Volkswagen,Tiguan,2019-01-01,3,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Volkswagen Golf premium,Auto24 - Occasions Certifiées Maroc,225000.0,Casablanca,Diesel,Automatique,8,4,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Volkswagen,Golf,2019-01-01,5,1,67499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
alfa Remo Giulietta,Hicham Alami,138000.0,Salé,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay Salam,WW au Maroc,Neuf,Alfa Romeo,Giulietta,2016-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
KIFAL - SEAT Ateca,KIFAL AUTO,322000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Seat,Ateca,2020-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW SÉRIE 4 GRAND COUPÉ,Mouad,228000.0,Rabat,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,BMW,Serie 4 gran coupé,2015-01-01,5,1,174999.5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Dacia Dokker Diesel Manuelle 2019 à Casablanca,otoclic,129000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Dacia,Dokker,2019-01-01,5,1,97499.5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
Citroen C3 Diesel Manuelle 2019 à Oujda,AS48,122000.0,Oujda,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Excellent,Citroen,C3,2019-01-01,5,0,114999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Renault Kadjar Diesel Automatique 2018,Hmizat auto moto,178000.0,Casablanca,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,Renault,Kadjar,2018-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai i10 1.2 MPI 84 BVA Seductive,otoclic,141000.0,Casablanca,Essence,Automatique,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,i 10,2023-01-01,5,1,7499.5,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1
Megane explore Automatique,jawad,139000.0,Casablanca,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Renault,megane_4,2019-01-01,5,0,2499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Peugeot 3008 Diesel Automatique 2019 à Casablanca,Abdellah,239000.0,Casablanca,Diesel,Automatique,8,6,"Voitures d'occasion, à vendre",Hay Hassani,WW au Maroc,Très bon,Peugeot,3008,2019-01-01,5,0,87499.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Land Rover Range Rover Evoque Diesel Automatique,AutoHammou,185000.0,Rabat,Diesel,Automatique,8,11,"Voitures d'occasion, à vendre",Yacoub El Mansour,WW au Maroc,Très bon,Land Rover,Range Rover Evoque,2012-01-01,5,0,164999.5,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
KIFAL - JAGUAR XE,KIFAL AUTO,292000.0,Rabat,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Jaguar,XE,2018-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault Clio Diesel Manuelle 2019 à Casablanca,LAVAGE AUTO SAAD,105000.0,Casablanca,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Renault,Clio,2019-01-01,5,0,124999.5,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
Dacia Duster Automatique - DERKAOUI AUTO,Derkaoui Automotive,178000.0,Tanger,Diesel,Automatique,6,10,"Voitures d'occasion, à vendre",Val Fleuri,WW au Maroc,Excellent,Dacia,Duster,2019-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Peugeot 208 Diesel Manuelle 2022 à Kénitra,Auto Tiddas,155000.0,Kénitra,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Autre secteur,Dédouanée,Excellent,Peugeot,208,2022-01-01,5,1,42499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
VOLKSWAGNE GOLF 4,lahcen,69000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,Dédouanée,Très bon,Volkswagen,GOLF 4,1999-01-01,5,0,224999.5,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
KIFAL - JEEP Wrangler,KIFAL AUTO,210000.0,Casablanca,Diesel,Manuelle,11,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Jeep,Wrangler,2016-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Range Rover Sport,AUTO REDA,380000.0,Casablanca,Diesel,Automatique,12,9,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2014-01-01,5,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - HONDA Civic,KIFAL AUTO,200000.0,Casablanca,Essence,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Honda,Civic,2018-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - FORD Kuga,KIFAL AUTO,152000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Ford,Kuga,2015-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Logan 1.0 Tce 100 CVT Essentiel,otoclic,122000.0,Casablanca,Essence,Automatique,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Dacia,Logan,2022-01-01,5,1,52499.5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
xsara picaso,achraf,78000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,Citroen,Xsara Picasso,2006-01-01,5,0,144999.5,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Ford Focus Diesel Manuelle 2018 à Casablanca,otoclic,184000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Ford,Focus,2018-01-01,5,1,52499.5,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
KIFAL - PEUGEOT 5008,KIFAL AUTO,199000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Peugeot,5008,2018-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi A4 Diesel Automatique 2010 à Casablanca,SIARACASH.MA,135000.0,Casablanca,Diesel,Automatique,8,4,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Correct,Audi,A4,2010-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW X6 Diesel Automatique 2014 à Casablanca,Anas,145000.0,Casablanca,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,BMW,X6,2014-01-01,5,0,134999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Citroen C4 Picasso 2018 - DERKAOUI AUTO,Derkaoui Automotive,148000.0,Tanger,Diesel,Manuelle,6,12,"Voitures d'occasion, à vendre",Val Fleuri,WW au Maroc,Très bon,Citroen,C4 Picasso,2018-01-01,5,0,92499.5,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
KIFAL - MERCEDES-BENZ Classe C,KIFAL AUTO,170000.0,Casablanca,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2013-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandero Steepway prestige plus 2020,Rachid auto,138000.0,Marrakech,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay Charaf,WW au Maroc,Excellent,Dacia,sandero_stepway,2020-01-01,5,1,72499.5,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1
Mercedes-Benz Classe E Diesel Automatique 2011,Rachid,130000.0,Casablanca,Diesel,Automatique,8,6,"Voitures d'occasion, à vendre",Sidi Maarouf,Importée neuve,Excellent,Mercedes-Benz,Classe E,2011-01-01,5,0,184999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
KIFAL - MASERATI Levante,KIFAL AUTO,450000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Maserati,Levante,2017-01-01,5,1,82499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Sandero 2018 cart griz,Agadir,97000.0,Agadir,Diesel,Manuelle,6,5,"Voitures d'occasion, à vendre",Agadir Oufella,WW au Maroc,Très bon,Dacia,Sandero,2018-01-01,5,0,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Maserati Ghibli,AUTO REDA,300000.0,Casablanca,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Maserati,Ghibli,2016-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dacia Duster,Agadir,113000.0,Agadir,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",Av Mokawama,WW au Maroc,Très bon,Dacia,Duster,2013-01-01,5,1,114999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Volvo XC60 D4 R Design 2018 1ere Main,Mehdi,195000.0,Casablanca,Diesel,Automatique,10,6,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,Volvo,XC60,2018-01-01,5,1,92499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VW TIGUAN 2.0 TDI 4MOTION R-LINE TOUTES OPTIONS,AUTOMOBILES TINGIS,319000.0,Tanger,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Très bon,Volkswagen,Tiguan,2019-01-01,5,0,174999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Renault Clio4,Mohamed,119000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Très bon,Renault,Clio,2015-01-01,5,0,62499.5,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
tiguan carat 2017,soufiane l,230000.0,Casablanca,Diesel,Automatique,8,4,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Volkswagen,Tiguan,2017-01-01,5,0,144999.5,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
KIFAL - OPEL Grandland X,KIFAL AUTO,225000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Opel,Grandland X,2021-01-01,5,1,77499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercedis benz,عبد السميع auto,113000.0,Nador,Diesel,Automatique,9,4,"Voitures d'occasion, à vendre",Hay el matar,Dédouanée,Excellent,Mercedes-Benz,220,2007-01-01,3,1,32499.5,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
Citroen C3,AutoHammou,145000.0,Rabat,Diesel,Manuelle,6,6,"Voitures d'occasion, à vendre",Yacoub El Mansour,WW au Maroc,Très bon,Citroen,C3,2021-01-01,5,1,57499.5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
Dacia Sandero Stepway Essence Automatique 2023,hassan auto,155000.0,Casablanca,Essence,Automatique,6,9,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Excellent,Dacia,sandero_stepway,2023-01-01,5,1,7499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Mercedes-Benz Classe S350 pack AMG,AUTO REDA,600000.0,Casablanca,Diesel,Automatique,12,9,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Mercedes-Benz,Classe S,2018-01-01,5,0,97499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kia Picanto Essence Manuelle 2019 clim,VIP Auto Tanger,98000.0,Tanger,Essence,Manuelle,6,14,"Voitures d'occasion, à vendre",Mozart,WW au Maroc,Très bon,Kia,Picanto,2019-01-01,5,0,82499.5,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1
Renault Clio Diesel Manuelle 2021 à Casablanca,Autobroker,123800.0,Casablanca,Diesel,Manuelle,6,5,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Très bon,Renault,Clio,2021-01-01,5,1,97499.5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
VW TIGUAN 2.0 TDI CARATLINE DOUANE2017 TTESOPTIONS,AUTOMOBILES TINGIS,218000.0,Tanger,Diesel,Automatique,8,15,"Voitures d'occasion, à vendre",Centre,Dédouanée,Excellent,Volkswagen,Tiguan,2013-01-01,5,0,194999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Hyundai i 30 Diesel Automatique 2016 à Casablanca,Particulier,145000.0,Casablanca,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,i 30,2016-01-01,5,1,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Opel Grandland X Diesel Automatique 2020,Yassine,205000.0,Mohammedia,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",La Siesta,WW au Maroc,Excellent,Opel,Grandland X,2020-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Caddy Diesel Manuelle 2018 à Fès,otoclic,159000.0,Fès,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Route de Meknes,WW au Maroc,Excellent,Volkswagen,Caddy,2018-01-01,5,1,87499.5,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1
Volvo XC90 Diesel Automatique 2021 à Casablanca,otoclic,509000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Volvo,XC90,2021-01-01,5,1,47499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Kia Sportage Diesel Automatique 2019 à Casablanca,Frères Benkhadda,204000.0,Casablanca,Diesel,Automatique,8,16,"Voitures d'occasion, à vendre",Aïn Borja,WW au Maroc,Excellent,Kia,Sportage,2019-01-01,5,1,92499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
KIFAL - VOLVO XC40,KIFAL AUTO,305000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volvo,XC40,2020-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 307 Diesel 1 er main ✋,Auto Simo,70000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Peugeot,307,2008-01-01,5,1,194999.5,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
peugeot 301,said,110000.0,Kénitra,Diesel,Manuelle,6,2,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Peugeot,301,2018-01-01,5,0,72499.5,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
Mercedes-Benz Classe E Diesel Automatique 2012,Zakaria,200000.0,Berkane,Diesel,Automatique,9,8,"Voitures d'occasion, à vendre",Toute la ville,Dédouanée,Excellent,Mercedes-Benz,Classe E,2012-01-01,5,1,224999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ibiza 2011,khalid,68000.0,Tanger,Diesel,Manuelle,6,2,"Voitures d'occasion, à vendre",Bel Air - Val fleuri,WW au Maroc,Correct,Seat,Ibiza,2011-01-01,5,0,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
