Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,Equipements
Peugeot 208 diesel,AUTO ISLAM,122 000 DH,Temara,Essence,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Abbadi,WW au Maroc,Très bon,Peugeot,208,2018,,,140 000 - 149 999,"['Climatisation', 'Régulateur De Vitesse', 'Toit Ouvrant', 'Airbags', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance', 'ABS', 'Jantes Aluminium', 'Vitres Électriques']"
Touareg automatique 2023 KILOMÉTRAGE 50000,os automotive,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,6 Images,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Volkswagen,Touareg,2023,5,Oui,50 000 - 54 999,[]
Mercedes-Benz Classe GLA Diesel Automatique 2016,Mobile auto,PRIX NON SPÉCIFIÉ,Agadir,Diesel,Automatique,9 CV,13 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe GLA,2016,5,Non,200 000 - 249 999,"['Caméra De Recul', 'ABS', 'Climatisation', 'Airbags', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'ESP', 'Sièges Cuir', 'Système De Navigation/GPS', 'Vitres Électriques', 'Radar De Recul', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'Jantes Aluminium']"
Renault Clio 4,Auto Ali,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Très bon,Renault,Clio,2013,5,Oui,150 000 - 159 999,"['Verrouillage Centralisé À Distance', 'Système De Navigation/GPS', 'Régulateur De Vitesse', 'Jantes Aluminium', 'Sièges Cuir', 'ABS', 'Vitres Électriques', 'Radar De Recul', 'Ordinateur De Bord', 'Airbags', 'ESP', 'Caméra De Recul', 'Limiteur De Vitesse', 'Climatisation', 'CD/MP3/Bluetooth']"
Land Rover Range Rover Sport Diesel Automatique,Auto Ali,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,12 CV,5 Images,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Très bon,Land Rover,Range Rover Sport,2014,5,Oui,140 000 - 149 999,"['Climatisation', 'Ordinateur De Bord', 'ESP', 'Radar De Recul', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Vitres Électriques', 'CD/MP3/Bluetooth', 'Caméra De Recul', 'Système De Navigation/GPS', 'ABS', 'Sièges Cuir', 'Toit Ouvrant', 'Airbags', 'Régulateur De Vitesse']"
TOYOTA RAV4 SILVER 2.2 D-4D TOUTES OPTIONS,AUTOMOBILES TINGIS,93 000 DH,Tanger,Diesel,Manuelle,9 CV,13 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Bon,Toyota,RAV 4,2007,5,Non,200 000 - 249 999,"['ABS', 'Climatisation', 'ESP', 'Toit Ouvrant', 'Airbags', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Vitres Électriques', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Jantes Aluminium']"
hyundai i20 automatique,hamada,105 000 DH,Casablanca,Essence,Automatique,7 CV,7 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Hyundai,i 20,2019,5,Oui,70 000 - 74 999,"['Verrouillage Centralisé À Distance', 'ABS', 'Régulateur De Vitesse', 'Caméra De Recul', 'Vitres Électriques', 'ESP', 'Climatisation', 'Airbags', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Système De Navigation/GPS']"
Land Rover Range Rover Sport Hybride Automatique,AUTO ERRACHIDIA 2,PRIX NON SPÉCIFIÉ,Rabat,Hybride,Automatique,12 CV,10 Images,"Voitures d'occasion, à vendre",Hassan,Importée neuve,Neuf,Land Rover,Range Rover Sport,2019,5,Non,45 000 - 49 999,"['Caméra De Recul', 'Régulateur De Vitesse', 'Climatisation', 'Ordinateur De Bord', 'Radar De Recul', 'Sièges Cuir', 'Vitres Électriques', 'Airbags', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Toit Ouvrant', 'Limiteur De Vitesse', 'ABS', 'ESP', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS']"
Jeep Cherokee panoramique 2015 à Fès,adil,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Jeep,Cherokee,2015,5,Non,140 000 - 149 999,"['Régulateur De Vitesse', 'Radar De Recul', 'Caméra De Recul', 'Verrouillage Centralisé À Distance', 'Sièges Cuir', 'CD/MP3/Bluetooth', 'Airbags', 'Jantes Aluminium', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'Climatisation', 'Limiteur De Vitesse', 'ABS', 'ESP', 'Toit Ouvrant', 'Vitres Électriques']"
Mercedes-Benz Classe A Diesel Automatique 2023,AUTO ERRACHIDIA 2,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,8 CV,11 Images,"Voitures d'occasion, à vendre",Aviation,WW au Maroc,Excellent,Mercedes-Benz,Classe A,2023,5,Oui,0 - 4 999,"['Caméra De Recul', 'Ordinateur De Bord', 'Toit Ouvrant', 'ABS', 'Limiteur De Vitesse', 'Vitres Électriques', 'Système De Navigation/GPS', 'ESP', 'CD/MP3/Bluetooth', 'Climatisation', 'Sièges Cuir', 'Verrouillage Centralisé À Distance', 'Jantes Aluminium', 'Airbags', 'Régulateur De Vitesse', 'Radar De Recul']"
BMW 740 hybride restylee,Hamza,275 000 DH,Casablanca,Hybride,Automatique,17 CV,7 Images,"Voitures d'occasion, à vendre",Casablanca Finance City,WW au Maroc,Excellent,BMW,Serie 7,2013,5,Non,170 000 - 179 999,"['Vitres Électriques', 'Caméra De Recul', 'Airbags', 'Limiteur De Vitesse', 'Sièges Cuir', 'Ordinateur De Bord', 'Système De Navigation/GPS', 'Jantes Aluminium', 'ABS', 'Climatisation', 'ESP', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse']"
Range Rover Sport Dynamique plus SDV6,AutoLand Rabat,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,12 CV,10 Images,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Très bon,Land Rover,Range Rover Sport,2019,5,Non,100 000 - 109 999,"['Airbags', 'Sièges Cuir', 'Radar De Recul', 'Ordinateur De Bord', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'Vitres Électriques', 'Limiteur De Vitesse', 'ABS', 'Climatisation', 'Jantes Aluminium', 'Toit Ouvrant', 'ESP']"
BMW Série 3 Diesel 318,MAGNUM OTO Tanger,PRIX NON SPÉCIFIÉ,Tanger,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,BMW,Serie 3,2019,5,Oui,55 000 - 59 999,"['Régulateur De Vitesse', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Airbags', 'Radar De Recul', 'Ordinateur De Bord', 'Caméra De Recul', 'ABS', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'ESP', 'Sièges Cuir', 'Climatisation']"
Mercedes-Benz Classe GLE Diesel 2017,Auto 212,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,11 Images,"Voitures d'occasion, à vendre",Maarif,Importée neuve,Excellent,Mercedes-Benz,Classe GLE,2017,5,,130 000 - 139 999,"['Toit Ouvrant', 'Vitres Électriques', 'Radar De Recul', 'Système De Navigation/GPS', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'ESP', 'Climatisation', 'Ordinateur De Bord', 'ABS', 'Verrouillage Centralisé À Distance', 'Sièges Cuir', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'Airbags', 'Caméra De Recul']"
Nouvelle Kia Picanto BVA AUTO Essence 2022,Auto SALA EL JADIDA,PRIX NON SPÉCIFIÉ,Rabat,Essence,Automatique,6 CV,20 Images,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Neuf,Kia,Picanto,2022,5,Oui,40 000 - 44 999,"['CD/MP3/Bluetooth', 'Vitres Électriques', 'Airbags', 'Limiteur De Vitesse', 'ESP', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'Climatisation', 'Ordinateur De Bord', 'Radar De Recul', 'Système De Navigation/GPS', 'ABS', 'Caméra De Recul', 'Jantes Aluminium']"
Land Rover Range Rover Evoque Diesel Automatique,adil,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Land Rover,Range Rover Evoque,2014,5,Non,140 000 - 149 999,"['ESP', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'Climatisation', 'Sièges Cuir', 'ABS', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'Airbags', 'Système De Navigation/GPS', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Radar De Recul', 'Caméra De Recul']"
BMW X6 Diesel Automatique 2021 à Casablanca,KAMAL,850 000 DH,Casablanca,Diesel,Automatique,12 CV,7 Images,"Voitures d'occasion, à vendre",Aïn Diab,WW au Maroc,Excellent,BMW,X6,2021,5,Oui,35 000 - 39 999,"['Vitres Électriques', 'Airbags', 'ESP', 'ABS', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Climatisation', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Limiteur De Vitesse', 'Caméra De Recul', 'Radar De Recul', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Sièges Cuir', 'Toit Ouvrant']"
Porsche Taycan Turbo S,Maroc,PRIX NON SPÉCIFIÉ,Rabat,,Automatique,20 CV,8 Images,"Voitures d'occasion, à vendre",Hay Riad,Dédouanée,Excellent,Porsche,Panamera,2021,3,Oui,45 000 - 49 999,[]
Peugeot 301 diesel,mr,PRIX NON SPÉCIFIÉ,Sefrou,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Bon,Peugeot,301,2015,5,Non,160 000 - 169 999,[]
AUDI A4 2022 42.000 KM,Okaz oTo,375 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Audi,A4,2022,5,Oui,40 000 - 44 999,[]
Competizione 18000km 2022,Okaz oTo,255 000 DH,Casablanca,Essence,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,73,595,2022,3,Oui,10 000 - 14 999,[]
Porsche Macan reprise ok,HALIM,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,11 CV,13 Images,"Voitures d'occasion, à vendre",Autre secteur,Dédouanée,Excellent,Porsche,Macan,2015,5,Non,120 000 - 129 999,"['Radar De Recul', 'Jantes Aluminium', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'ABS', 'Airbags', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'Sièges Cuir', 'Ordinateur De Bord', 'Caméra De Recul', 'Régulateur De Vitesse', 'ESP', 'Climatisation', 'Toit Ouvrant']"
Fiat 500 X Diesel Boîte Auto,Okaz oTo,160 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Bon,Fiat,500X,2016,5,Non,90 000 - 94 999,[]
Volkswagen Golf 8 R Line importer neuf,Ilias,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Annakhil,Importée neuve,Excellent,Volkswagen,GOLF 8,2022,5,Oui,40 000 - 44 999,"['Radar De Recul', 'Sièges Cuir', 'Caméra De Recul', 'Climatisation', 'Toit Ouvrant', 'Vitres Électriques', 'Système De Navigation/GPS', 'Jantes Aluminium']"
Audi Q3 Diesel Automatique 2016 à Fès,adil,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Audi,Q3,2016,5,Non,120 000 - 129 999,"['Système De Navigation/GPS', 'Radar De Recul', 'Jantes Aluminium', 'ESP', 'Climatisation', 'Airbags', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Vitres Électriques', 'Régulateur De Vitesse', 'ABS', 'Caméra De Recul', 'CD/MP3/Bluetooth']"
Opel Crossland X Diesel Manuelle 2023 à Casablanca,Mme El alaoui,200 000 DH,Casablanca,Diesel,Manuelle,6 CV,3 Images,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Neuf,Opel,Crossland X,2023,5,Oui,5 000 - 9 999,"['CD/MP3/Bluetooth', 'ESP', 'Airbags', 'ABS', 'Système De Navigation/GPS', 'Climatisation', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Vitres Électriques', 'Verrouillage Centralisé À Distance']"
Porsche Macan S,oasis cars,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,12 Images,"Voitures d'occasion, à vendre",Oasis,WW au Maroc,Excellent,Porsche,Macan,2018,5,Non,110 000 - 119 999,"['Vitres Électriques', 'Caméra De Recul', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance', 'Radar De Recul', 'Climatisation', 'ABS', 'Airbags', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Toit Ouvrant', 'ESP', 'CD/MP3/Bluetooth', 'Sièges Cuir', 'Ordinateur De Bord']"
Seat Leon Fr 2019,zouibaa,208 000 DH,Marrakech,Diesel,Manuelle,8 CV,6 Images,"Voitures d'occasion, à vendre",Massira,WW au Maroc,Excellent,Seat,Leon,2019,5,Oui,100 000 - 109 999,"['Climatisation', 'ABS', 'Caméra De Recul', 'Toit Ouvrant', 'Régulateur De Vitesse', 'Vitres Électriques', 'Radar De Recul', 'Airbags', 'Jantes Aluminium', 'CD/MP3/Bluetooth']"
Mercedes-Benz Classe E300 de,Auto,PRIX NON SPÉCIFIÉ,Casablanca,,Automatique,9 CV,8 Images,"Voitures d'occasion, à vendre",Anfa,Importée neuve,Neuf,Mercedes-Benz,Classe E,2022,5,Oui,25 000 - 29 999,[]
Fiat 500C Cabriolet,Auto,160 000 DH,Casablanca,Essence,Automatique,6 CV,6 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Neuf,Fiat,500C,2020,5,Oui,30 000 - 34 999,[]
Peugeot 2008 Active Automatique - DERKAOUI AUTO,Derkaoui Automotive,218 000 DH,Tanger,Diesel,Automatique,6 CV,11 Images,"Voitures d'occasion, à vendre",Val Fleuri,WW au Maroc,Très bon,Peugeot,2008,2021,5,Non,100 000 - 109 999,"['CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Caméra De Recul', 'Ordinateur De Bord', 'Climatisation', 'Airbags', 'Limiteur De Vitesse', 'ABS', 'Vitres Électriques', 'Régulateur De Vitesse', 'Radar De Recul', 'ESP', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance']"
BMW Série 318,Auto,340 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Neuf,BMW,Serie 3,2020,5,Oui,80 000 - 84 999,[]
Volvo Xc60,Auto,260 000 DH,Casablanca,Diesel,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Neuf,Volvo,XC60,2018,5,Oui,170 000 - 179 999,[]
Volkswagen Tiguan Diesel Automatique 2014 à Fès,adil,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,5 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Volkswagen,Tiguan,2014,5,Non,130 000 - 139 999,"['Airbags', 'Radar De Recul', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'ABS', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'Jantes Aluminium', 'Caméra De Recul', 'Climatisation', 'ESP', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth']"
BMW Série 730 Ld,Auto,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,7 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Neuf,BMW,Serie 7,2017,5,Oui,120 000 - 129 999,[]
Mini Country Man diesel,Auto,160 000 DH,Casablanca,Diesel,Manuelle,8 CV,8 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Neuf,mini,country man,2016,3,Oui,100 000 - 109 999,[]
Renault Clio Diesel Manuelle 2019 à Rabat,Kim Auto,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Neuf,Renault,Clio,2019,5,Oui,90 000 - 94 999,"['Climatisation', 'Sièges Cuir', 'Toit Ouvrant', 'Régulateur De Vitesse', 'Airbags', 'ESP', 'Caméra De Recul', 'Jantes Aluminium', 'Limiteur De Vitesse', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'ABS', 'Radar De Recul', 'Système De Navigation/GPS']"
Peugeot 508 Diesel Manuelle 2012 à Marrakech,Marrakech,87 000 DH,Marrakech,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Guéliz,WW au Maroc,Excellent,Peugeot,508,2012,5,Non,140 000 - 149 999,"['Caméra De Recul', 'ABS', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'Radar De Recul', 'Régulateur De Vitesse', 'ESP', 'Sièges Cuir', 'Ordinateur De Bord', 'Airbags', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Vitres Électriques']"
BMW X5 Diesel Automatique 2019 à Casablanca,Smeia - BMW Occasion,550 000 DH,Casablanca,Diesel,Automatique,12 CV,8 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,BMW,X5,2019,5,Oui,100 000 - 109 999,"['ABS', 'Vitres Électriques', 'Ordinateur De Bord', 'Radar De Recul', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'ESP', 'Sièges Cuir', 'Caméra De Recul', 'Toit Ouvrant', 'Climatisation', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Airbags']"
Renault clio 1,Nabil,33 500 DH,Rommani,Essence,,7 CV,6 Images,"Voitures d'occasion, à vendre",Toute la ville,,Très bon,Renault,Clio,1992,5,Oui,400 000 - 449 999,[]
Hyundai Santa Fe 4X4,Auto24 - Occasions Certifiées Maroc,267 000 DH,Casablanca,Diesel,Automatique,8 CV,6 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,Santa Fe,2018,5,Oui,60 000 - 64 999,"['Climatisation', 'Sièges Cuir', 'Caméra De Recul', 'Limiteur De Vitesse', 'ESP', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Toit Ouvrant', 'Verrouillage Centralisé À Distance', 'Radar De Recul', 'Airbags', 'ABS', 'Vitres Électriques', 'Système De Navigation/GPS']"
Mercedes classe c pack amg,Khalil,660 000 DH,Tanger,Diesel,Automatique,9 CV,7 Images,"Voitures d'occasion, à vendre",Centre,Importée neuve,Excellent,Mercedes-Benz,Classe C,2021,5,Non,90 000 - 94 999,"['Toit Ouvrant', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Sièges Cuir', 'Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Airbags', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Vitres Électriques', 'Climatisation', 'ABS', 'Caméra De Recul', 'ESP', 'Limiteur De Vitesse']"
Toyota Yaris Essence Manuelle 2020 à Casablanca,Mouni,97 000 DH,Casablanca,Essence,Manuelle,6 CV,3 Images,"Voitures d'occasion, à vendre",Belvédère,WW au Maroc,Excellent,Toyota,Yaris,2020,5,Oui,45 000 - 49 999,[]
Peugeot 508 Diesel Automatique 2019 à Casablanca,Frères Benkhadda,225 000 DH,Casablanca,Diesel,Automatique,8 CV,18 Images,"Voitures d'occasion, à vendre",Aïn Borja,WW au Maroc,Excellent,Peugeot,508,2019,5,Oui,95 000 - 99 999,"['Radar De Recul', 'Système De Navigation/GPS', 'Sièges Cuir', 'Airbags', 'Ordinateur De Bord', 'CD/MP3/Bluetooth', 'ESP', 'Vitres Électriques', 'ABS', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'Jantes Aluminium', 'Limiteur De Vitesse', 'Régulateur De Vitesse']"
Volkswagen Touareg Diesel Pulman 2017 à Fès,adil,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,12 CV,7 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Volkswagen,Touareg,2017,5,Oui,120 000 - 129 999,"['Régulateur De Vitesse', 'Ordinateur De Bord', 'CD/MP3/Bluetooth', 'Airbags', 'Sièges Cuir', 'Caméra De Recul', 'ESP', 'Limiteur De Vitesse', 'Vitres Électriques', 'Système De Navigation/GPS', 'Radar De Recul', 'ABS', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Jantes Aluminium']"
Skoda Kodiaq Diesel Automatique 2020 à Fès,Mr Bennis,335 000 DH,Fès,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Excellent,Skoda,Kodiaq,2020,5,Oui,95 000 - 99 999,"['Sièges Cuir', 'ESP', 'Vitres Électriques', 'Toit Ouvrant', 'Caméra De Recul', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Airbags', 'Système De Navigation/GPS', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'ABS', 'Radar De Recul', 'Climatisation', 'CD/MP3/Bluetooth']"
Dacia Sandero Stepway Diesel Manuelle 2019 à Rabat,Kim Auto,118 000 DH,Rabat,Diesel,Manuelle,6 CV,9 Images,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Dacia,sandero_stepway,2019,5,Oui,55 000 - 59 999,"['ABS', 'Toit Ouvrant', 'Radar De Recul', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Caméra De Recul', 'Régulateur De Vitesse', 'Vitres Électriques', 'Climatisation', 'Verrouillage Centralisé À Distance']"
Alfa Romeo Stelvio Diesel Automatique 2022,GenovaAuto,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,11 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Alfa Romeo,Stelvio,2022,5,Oui,65 000 - 69 999,"['Caméra De Recul', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'Airbags', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Toit Ouvrant', 'ESP', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Jantes Aluminium', 'Climatisation', 'Sièges Cuir', 'Limiteur De Vitesse', 'ABS', 'Radar De Recul']"
Ford Focus Diesel Manuelle 2016 à Salé,AUTO TAFILALET,PRIX NON SPÉCIFIÉ,Salé,Diesel,Manuelle,6 CV,11 Images,"Voitures d'occasion, à vendre",Sala El Jadida,WW au Maroc,Excellent,Ford,Focus,2016,5,Oui,120 000 - 129 999,"['Limiteur De Vitesse', 'Ordinateur De Bord', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Airbags', 'Caméra De Recul', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Système De Navigation/GPS', 'Régulateur De Vitesse']"
KIFAL - SKODA Kodiaq,KIFAL AUTO,272 000 DH,Marrakech,Diesel,,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,Skoda,Kodiaq,2019,,,100 000 - 109 999,[]
فورد تورنيو 2017,Garage Medyouna,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Manuelle,9 CV,6 Images,"Voitures d'occasion, à vendre",Route d'Agadir - Essaouira,WW au Maroc,Très bon,Ford,Tourneo,2017,5,Non,180 000 - 189 999,"['Ordinateur De Bord', 'Airbags', 'Verrouillage Centralisé À Distance']"
Toyota Yaris tt options,hamada,98 000 DH,Casablanca,Essence,Manuelle,7 CV,8 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Toyota,Yaris,2018,5,Oui,80 000 - 84 999,"['Airbags', 'Caméra De Recul', 'Climatisation', 'Vitres Électriques', 'ABS', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Sièges Cuir', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'ESP', 'Régulateur De Vitesse', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS']"
Peugeot 208 1.6 HDi 92 Active Pack,otoclic,175 000 DH,Casablanca,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Peugeot,208,2021,5,Oui,75 000 - 79 999,"['Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'ABS', 'Régulateur De Vitesse', 'Radar De Recul', 'Vitres Électriques', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Climatisation', 'Ordinateur De Bord', 'ESP', 'Airbags']"
Renault Clio Diesel Manuelle 2018 à Rabat,Kim Auto,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Neuf,Renault,Clio,2018,5,Oui,100 000 - 109 999,"['Limiteur De Vitesse', 'Régulateur De Vitesse', 'Jantes Aluminium', 'Vitres Électriques', 'Climatisation', 'Sièges Cuir', 'ABS', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Caméra De Recul']"
